CEST;"Descricao";Inicio;Fim
1100600;"Detergente líquido para lavar roupa, inclusive adicionados de propriedades desinfetantes ou sanitizantes.";2021-03-01;2021-07-31
1100600;"Detergente líquido para lavar roupa, inclusive adicionados de propriedades desinfetantes ou sanitizantes.";2021-08-01;2023-08-31
1100600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1100700;"Outros agentes orgânicos de superfície (exceto sabões) preparações tensoativas, preparações para lavagem e preparações para limpeza, mesmo contendo sabão, exceto os produtos descritos nos CEST 11.001.00, 11.004.00, 11.005.00 e 11.006.00 em embalagem de conteúdo inferior ou igual a 50 litros ou 50 kg";2018-01-01;2023-08-31
1100700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1100800;"Amaciante/suavizante";2018-01-01;2023-08-31
1100800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1100900;"Esponjas para limpeza";2018-01-01;2023-08-31
1100900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1101000;"Álcool etílico para limpeza";2018-01-01;2023-08-31
1101000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1101100;"Esponjas e palhas de aço esponjas para limpeza, polimento ou uso semelhantes todas de uso doméstico";2018-01-01;2023-08-31
1101100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1101200;"Sacos de lixo de conteúdo igual ou inferior a 100 litros";2018-01-01;2023-08-31
1101200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200100;"Transformadores, bobinas de reatância e de auto indução, das posições 8504.33.00 e 8504.34.00 exceto os demais transformadores da subposição 8504.3, os reatores para lâmpadas do código 8504.10.00, os carregadores 8504.40.10, os equipamentos do código 8504.40.40 e os de uso automotivo";2018-01-01;2023-08-31
1200100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200200;"Aquecedores elétricos de água, incluídos os de imersão, chuveiros ou duchas elétricos, torneiras elétricas, resistências de aquecimento, inclusive as de duchas e chuveiros elétricos e suas partes exceto outros fornos, fogareiros (incluídas as chapas de cocção), grelhas e assadeiras, classificados na posição 8516.60.00";2018-01-01;2023-08-31
1200200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200300;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos (por exemplo, interruptores, comutadores, corta-circuitos, para-raios, limitadores de tensão, eliminadores de onda, tomadas de corrente e outros conectores, caixas de junção), para tensão superior a 1.000V, exceto os de uso automotivo";2018-01-01;2023-08-31
1200300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200400;"Aparelhos para interrupção, seccionamento, proteção, derivação, ligação ou conexão de circuitos elétricos, para uma tensão não superior a 1.000V conectores para fibras ópticas, feixes ou cabos de fibras ópticas exceto “starter” classificado na subposição 8536.50 e os de uso automotivo";2018-01-01;2023-08-31
1200400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200500;"Partes reconhecíveis como exclusiva ou principalmente destinadas aos aparelhos das posições 8535 e 8536";2018-01-01;2023-08-31
1200500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200600;"Cabos, tranças e semelhantes, de cobre, não isolados para usos elétricos, exceto os de uso automotivo";2018-01-01;2023-08-31
1200600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200700;"Fios, cabos e outros condutores, para usos elétricos,para tensão não superior a 1000V, para uso na construção fios e cabos telefônicos e para transmissão de dados cabos de fibras ópticas, não isolados para uso elétricos exceto os de uso automotivo";2018-01-01;2023-08-31
1200700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200800;"Isoladores de qualquer matéria, para usos elétricos";2018-01-01;2023-08-31
1200800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1200900;"Peças isolantes inteiramente de matérias isolantes, ou com simples peças metálicas de montagem (suportes roscados, por exemplo) incorporadas na massa, para máquinas, aparelhos e instalações elétricas tubos isoladores e suas peças de ligação, de metais comuns, isolados interiormente";2018-01-01;2023-08-31
1200900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300100;"Medicamentos de referência - positiva, exceto para uso veterinário";2018-01-01;2023-08-31
1300100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300101;"Medicamentos de referência - negativa, exceto para uso veterinário";2018-01-01;2023-08-31
1300101;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300102;"Medicamentos de referência - neutra, exceto para uso veterinário";2018-01-01;2023-08-31
1300102;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300200;"Medicamentos genérico - positiva, exceto para uso veterinário";2018-01-01;2023-08-31
1300200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300201;"Medicamentos genérico - negativa, exceto para uso veterinário";2018-01-01;2023-08-31
1300201;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300202;"Medicamentos genérico - neutra, exceto para uso veterinário";2018-01-01;2023-08-31
1300202;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300300;"Medicamentos similar - positiva, exceto para uso veterinário";2018-01-01;2023-08-31
1300300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300301;"Medicamentos similar - negativa, exceto para uso veterinário";2018-01-01;2023-08-31
1300301;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300302;"Medicamentos similar - neutra, exceto para uso veterinário";2018-01-01;2023-08-31
1300302;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300400;"Outros tipos de medicamentos - positiva, exceto para uso veterinário";2018-01-01;2023-08-31
1300400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300401;"Outros tipos de medicamentos - negativa, exceto para uso veterinário";2018-01-01;2023-08-31
1300401;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300402;"Outros tipos de medicamentos - neutra, exceto para uso veterinário";2018-01-01;2023-08-31
1300402;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300500;"Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva";2018-01-01;2019-06-30
1300500;"Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - positiva.";2019-07-01;2023-08-31
1300500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300501;"Preparações químicas contraceptivas à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa";2018-01-01;2019-06-30
1300501;"Preparações químicas contraceptivas de referência, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas - negativa.";2019-07-01;2023-08-31
1300501;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300502;"Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.";2019-07-01;2023-08-31
1300502;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300503;"Preparações químicas contraceptivas genérico, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.";2019-07-01;2023-08-31
1300503;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300504;"Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – positiva.";2019-07-01;2023-08-31
1300504;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300505;"Preparações químicas contraceptivas similar, à base de hormônios, de outros produtos da posição 29.37 ou de espermicidas – negativa.";2019-07-01;2023-08-31
1300505;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300600;"Provitaminas e vitaminas, naturais ou reproduzidas por síntese (incluídos os concentrados naturais), bem como os seus derivados utilizados principalmente como vitaminas, misturados ou não entre si, mesmo em quaisquer soluções - neutra";2018-01-01;2023-08-31
1300600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300700;"Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - positiva";2018-01-01;2023-08-31
1300700;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300701;"Preparações opacificantes (contrastantes) para exames radiográficos e reagentes de diagnóstico concebidos para serem administrados ao paciente - negativa";2018-01-01;2023-08-31
1300701;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300800;"Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - positiva";2018-01-01;2023-08-31
1300800;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300801;"Antissoro, outras frações do sangue, produtos imunológicos modificados, mesmo obtidos por via biotecnológica, exceto para uso veterinário - negativa";2018-01-01;2023-08-31
1300801;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300900;"Vacinas e produtos semelhantes, exceto para uso veterinário - positiva";2018-01-01;2023-08-31
1300900;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1300901;"Vacinas e produtos semelhantes, exceto para uso veterinário - negativa";2018-01-01;2023-08-31
1300901;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301000;"Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Positiva";2018-01-01;2023-08-31
1301000;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301001;"Curativos (pensos) adesivos e outros artigos com uma camada adesiva, impregnados ou recobertos de substâncias farmacêuticas - Lista Negativa";2018-01-01;2023-08-31
1301001;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301100;"Algodão, atadura, esparadrapo, gazes, pensos, sinapismos, e outros, acondicionados para venda a retalho para usos medicinais, cirúrgicos ou dentários, não impregnados ou recobertos de substâncias farmacêuticas - Lista Neutra";2018-01-01;2023-08-31
1301100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301200;"Luvas cirúrgicas e luvas de procedimento - neutra";2018-01-01;2023-08-31
1301200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301300;"Preservativo – neutra";2018-01-01;2023-08-31
1301300;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301400;"Seringas, mesmo com agulhas - neutra";2018-01-01;2023-08-31
1301400;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301500;"Agulhas para seringas - neutra";2018-01-01;2023-08-31
1301500;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1301600;"Contraceptivos (dispositivos intrauterinos - DIU) - neutra";2018-01-01;2023-08-31
1301600;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1400100;"Objetos de vidro para serviço de mesa ou de cozinha";2018-01-01;2023-08-31
1400100;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
1400200;"Outros copos, exceto de vitrocerâmica";2018-01-01;2023-08-31
1400200;"Verificar, para o CEST, a descrição vigente para cada período no Convênio ICMS 142/18";2023-09-01;
